source,target,value
ASTU 101,ENGL 242,0.17
WRDS 150,ENGL 242,0.17
WRDS 350,ENGL 242,0.17
ARTS 001,ENGL 243,0.17
ASTU 100,ENGL 243,0.17
ASTU 101,ENGL 243,0.17
WRDS 150,ENGL 243,0.17
WRDS 350,ENGL 243,0.17
ARTS 001,ENGL 244,0.17
ASTU 100,ENGL 244,0.17
ASTU 101,ENGL 244,0.17
WRDS 150,ENGL 244,0.17
WRDS 350,ENGL 244,0.17
ARTS 001,ENGL 245,0.17
ASTU 100,ENGL 245,0.17
ASTU 101,ENGL 245,0.17
WRDS 150,ENGL 245,0.17
WRDS 350,ENGL 245,0.17
ARTS 001,ENGL 246,0.17
ASTU 100,ENGL 246,0.17
ASTU 101,ENGL 246,0.17
WRDS 150,ENGL 246,0.17
WRDS 350,ENGL 246,0.17
ARTS 001,ENGL 247,0.17
ASTU 100,ENGL 247,0.17
ASTU 101,ENGL 247,0.17
WRDS 150,ENGL 247,0.17
WRDS 350,ENGL 247,0.17
ARTS 001,ENGL 248,0.17
ASTU 100,ENGL 248,0.17
ASTU 101,ENGL 248,0.17
WRDS 150,ENGL 248,0.17
WRDS 350,ENGL 248,0.17
ARTS 001,ENGL 249,0.17
ASTU 100,ENGL 249,0.17
ASTU 101,ENGL 249,0.17
WRDS 150,ENGL 249,0.17
WRDS 350,ENGL 249,0.17
ENGL 210,ENGL 300,0.5
ARTS 001,ENGL 301,0.14
ASTU 100,ENGL 301,0.14
ASTU 101,ENGL 301,0.14
WRDS 150,ENGL 301,0.14
WRDS 350,ENGL 301,0.14
ARTS 001,ENGL 304,0.14
ASTU 100,ENGL 304,0.14
ASTU 101,ENGL 304,0.14
WRDS 150,ENGL 304,0.14
WRDS 350,ENGL 304,0.14
ARTS 001,ENGL 307,0.14
ASTU 100,ENGL 307,0.14
ASTU 101,ENGL 307,0.14
WRDS 150,ENGL 307,0.14
WRDS 350,ENGL 307,0.14
ARTS 001,ENGL 308,0.14
ASTU 100,ENGL 308,0.14
ASTU 101,ENGL 308,0.14
WRDS 150,ENGL 308,0.14
WRDS 350,ENGL 308,0.14
ARTS 001,ENGL 309,0.14
ASTU 100,ENGL 309,0.14
ASTU 101,ENGL 309,0.14
WRDS 150,ENGL 309,0.14
WRDS 350,ENGL 309,0.14
ARTS 001,ENGL 310,0.14
ASTU 100,ENGL 310,0.14
ASTU 101,ENGL 310,0.14
WRDS 150,ENGL 310,0.14
WRDS 350,ENGL 310,0.14
ARTS 001,ENGL 311,0.14
ASTU 100,ENGL 311,0.14
ASTU 101,ENGL 311,0.14
WRDS 150,ENGL 311,0.14
WRDS 350,ENGL 311,0.14
ARTS 001,ENGL 312,0.14
ASTU 100,ENGL 312,0.14
ASTU 101,ENGL 312,0.14
WRDS 150,ENGL 312,0.14
WRDS 350,ENGL 312,0.14
ARTS 001,ENGL 318,0.14
ASTU 100,ENGL 318,0.14
ASTU 101,ENGL 318,0.14
WRDS 150,ENGL 318,0.14
WRDS 350,ENGL 318,0.14
ARTS 001,ENGL 319,0.14
ASTU 100,ENGL 319,0.14
ASTU 101,ENGL 319,0.14
WRDS 150,ENGL 319,0.14
WRDS 350,ENGL 319,0.14
ARTS 001,ENGL 321,0.14
ASTU 100,ENGL 321,0.14
ASTU 101,ENGL 321,0.14
WRDS 150,ENGL 321,0.14
WRDS 350,ENGL 321,0.14
ARTS 001,ENGL 322,0.14
ASTU 100,ENGL 322,0.14
ASTU 101,ENGL 322,0.14
WRDS 150,ENGL 322,0.14
WRDS 350,ENGL 322,0.14
ARTS 001,ENGL 323,0.14
ASTU 100,ENGL 323,0.14
ASTU 101,ENGL 323,0.14
WRDS 150,ENGL 323,0.14
WRDS 350,ENGL 323,0.14
ARTS 001,ENGL 324,0.14
ASTU 100,ENGL 324,0.14
ASTU 101,ENGL 324,0.14
WRDS 150,ENGL 324,0.14
WRDS 350,ENGL 324,0.14
ARTS 001,ENGL 326,0.14
ASTU 100,ENGL 326,0.14
ASTU 101,ENGL 326,0.14
WRDS 150,ENGL 326,0.14
WRDS 350,ENGL 326,0.14
ARTS 001,ENGL 327,0.14
ASTU 100,ENGL 327,0.14
ASTU 101,ENGL 327,0.14
WRDS 150,ENGL 327,0.14
WRDS 350,ENGL 327,0.14
ARTS 001,ENGL 328,0.14
ASTU 100,ENGL 328,0.14
ASTU 101,ENGL 328,0.14
WRDS 150,ENGL 328,0.14
WRDS 350,ENGL 328,0.14
ARTS 001,ENGL 330,0.14
ASTU 100,ENGL 330,0.14
ASTU 101,ENGL 330,0.14
WRDS 150,ENGL 330,0.14
WRDS 350,ENGL 330,0.14
ARTS 001,ENGL 331,0.14
ASTU 100,ENGL 331,0.14
ASTU 101,ENGL 331,0.14
WRDS 150,ENGL 331,0.14
WRDS 350,ENGL 331,0.14
ARTS 001,ENGL 332,0.14
ASTU 100,ENGL 332,0.14
ASTU 101,ENGL 332,0.14
WRDS 150,ENGL 332,0.14
WRDS 350,ENGL 332,0.14
ARTS 001,ENGL 333,0.14
ASTU 100,ENGL 333,0.14
ASTU 101,ENGL 333,0.14
WRDS 150,ENGL 333,0.14
WRDS 350,ENGL 333,0.14
ARTS 001,ENGL 334,0.14
ASTU 100,ENGL 334,0.14
ASTU 101,ENGL 334,0.14
WRDS 150,ENGL 334,0.14
WRDS 350,ENGL 334,0.14
ARTS 001,ENGL 335,0.14
ASTU 100,ENGL 335,0.14
ASTU 101,ENGL 335,0.14
WRDS 150,ENGL 335,0.14
WRDS 350,ENGL 335,0.14
ARTS 001,ENGL 336,0.14
ASTU 100,ENGL 336,0.14
ASTU 101,ENGL 336,0.14
WRDS 150,ENGL 336,0.14
WRDS 350,ENGL 336,0.14
ARTS 001,ENGL 337,0.14
ASTU 100,ENGL 337,0.14
ASTU 101,ENGL 337,0.14
WRDS 150,ENGL 337,0.14
WRDS 350,ENGL 337,0.14
ARTS 001,ENGL 338,0.14
ASTU 100,ENGL 338,0.14
ASTU 101,ENGL 338,0.14
WRDS 150,ENGL 338,0.14
WRDS 350,ENGL 338,0.14
ARTS 001,ENGL 339,0.14
ASTU 100,ENGL 339,0.14
ASTU 101,ENGL 339,0.14
WRDS 150,ENGL 339,0.14
WRDS 350,ENGL 339,0.14
ARTS 001,ENGL 342,0.14
ASTU 100,ENGL 342,0.14
ASTU 101,ENGL 342,0.14
WRDS 150,ENGL 342,0.14
WRDS 350,ENGL 342,0.14
ARTS 001,ENGL 343,0.14
ASTU 100,ENGL 343,0.14
ASTU 101,ENGL 343,0.14
WRDS 150,ENGL 343,0.14
WRDS 350,ENGL 343,0.14
ARTS 001,ENGL 344,0.14
ASTU 100,ENGL 344,0.14
ASTU 101,ENGL 344,0.14
WRDS 150,ENGL 344,0.14
WRDS 350,ENGL 344,0.14
ARTS 001,ENGL 346,0.14
ASTU 100,ENGL 346,0.14
ASTU 101,ENGL 346,0.14
WRDS 150,ENGL 346,0.14
WRDS 350,ENGL 346,0.14
ARTS 001,ENGL 347,0.14
ASTU 100,ENGL 347,0.14
ASTU 101,ENGL 347,0.14
WRDS 150,ENGL 347,0.14
WRDS 350,ENGL 347,0.14
ARTS 001,ENGL 348,0.14
ASTU 100,ENGL 348,0.14
ASTU 101,ENGL 348,0.14
WRDS 150,ENGL 348,0.14
WRDS 350,ENGL 348,0.14
ARTS 001,ENGL 349,0.14
ASTU 100,ENGL 349,0.14
ASTU 101,ENGL 349,0.14
WRDS 150,ENGL 349,0.14
WRDS 350,ENGL 349,0.14
ARTS 001,ENGL 350,0.14
ASTU 100,ENGL 350,0.14
ASTU 101,ENGL 350,0.14
WRDS 150,ENGL 350,0.14
WRDS 350,ENGL 350,0.14
ARTS 001,ENGL 351,0.14
ASTU 100,ENGL 351,0.14
ASTU 101,ENGL 351,0.14
WRDS 150,ENGL 351,0.14
WRDS 350,ENGL 351,0.14
ARTS 001,ENGL 353,0.14
ASTU 100,ENGL 353,0.14
ASTU 101,ENGL 353,0.14
WRDS 150,ENGL 353,0.14
WRDS 350,ENGL 353,0.14
ARTS 001,ENGL 355,0.14
ASTU 100,ENGL 355,0.14
ASTU 101,ENGL 355,0.14
WRDS 150,ENGL 355,0.14
WRDS 350,ENGL 355,0.14
ARTS 001,ENGL 360,0.14
ASTU 100,ENGL 360,0.14
ASTU 101,ENGL 360,0.14
WRDS 150,ENGL 360,0.14
WRDS 350,ENGL 360,0.14
ARTS 001,ENGL 361,0.14
ASTU 100,ENGL 361,0.14
ASTU 101,ENGL 361,0.14
WRDS 150,ENGL 361,0.14
WRDS 350,ENGL 361,0.14
ARTS 001,ENGL 362,0.14
ASTU 100,ENGL 362,0.14
ASTU 101,ENGL 362,0.14
WRDS 150,ENGL 362,0.14
WRDS 350,ENGL 362,0.14
ARTS 001,ENGL 364,0.14
ASTU 100,ENGL 364,0.14
ASTU 101,ENGL 364,0.14
WRDS 150,ENGL 364,0.14
WRDS 350,ENGL 364,0.14
ARTS 001,ENGL 365,0.14
ASTU 100,ENGL 365,0.14
ASTU 101,ENGL 365,0.14
WRDS 150,ENGL 365,0.14
WRDS 350,ENGL 365,0.14
ARTS 001,ENGL 366,0.14
ASTU 100,ENGL 366,0.14
ASTU 101,ENGL 366,0.14
WRDS 150,ENGL 366,0.14
WRDS 350,ENGL 366,0.14
ARTS 001,ENGL 368,0.14
ASTU 100,ENGL 368,0.14
ASTU 101,ENGL 368,0.14
WRDS 150,ENGL 368,0.14
WRDS 350,ENGL 368,0.14
ARTS 001,ENGL 370,0.14
ASTU 100,ENGL 370,0.14
ASTU 101,ENGL 370,0.14
WRDS 150,ENGL 370,0.14
WRDS 350,ENGL 370,0.14
ARTS 001,ENGL 371,0.14
ASTU 100,ENGL 371,0.14
ASTU 101,ENGL 371,0.14
WRDS 150,ENGL 371,0.14
WRDS 350,ENGL 371,0.14
ARTS 001,ENGL 372,0.14
ASTU 100,ENGL 372,0.14
ASTU 101,ENGL 372,0.14
WRDS 150,ENGL 372,0.14
WRDS 350,ENGL 372,0.14
ARTS 001,ENGL 373,0.14
ASTU 100,ENGL 373,0.14
ASTU 101,ENGL 373,0.14
WRDS 150,ENGL 373,0.14
WRDS 350,ENGL 373,0.14
ARTS 001,ENGL 374,0.14
ASTU 100,ENGL 374,0.14
ASTU 101,ENGL 374,0.14
WRDS 150,ENGL 374,0.14
WRDS 350,ENGL 374,0.14
ARTS 001,ENGL 375,0.14
ASTU 100,ENGL 375,0.14
ASTU 101,ENGL 375,0.14
WRDS 150,ENGL 375,0.14
WRDS 350,ENGL 375,0.14
ARTS 001,ENGL 377,0.14
ASTU 100,ENGL 377,0.14
ASTU 101,ENGL 377,0.14
WRDS 150,ENGL 377,0.14
WRDS 350,ENGL 377,0.14
ARTS 001,ENGL 378,0.14
ASTU 100,ENGL 378,0.14
ASTU 101,ENGL 378,0.14
WRDS 150,ENGL 378,0.14
WRDS 350,ENGL 378,0.14
ARTS 001,ENGL 379,0.14
ASTU 100,ENGL 379,0.14
ASTU 101,ENGL 379,0.14
WRDS 150,ENGL 379,0.14
WRDS 350,ENGL 379,0.14
ARTS 001,ENGL 380,0.14
ASTU 100,ENGL 380,0.14
ASTU 101,ENGL 380,0.14
WRDS 150,ENGL 380,0.14
WRDS 350,ENGL 380,0.14
WRDS 150,ENGL 381,0.1
WRDS 350,ENGL 381,0.1
ASTU 100,ENGL 381,0.1
ASTU 101,ENGL 381,0.1
ARTS 001,ENGL 381,0.1
WRDS 150,ENGL 382,0.13
WRDS 350,ENGL 382,0.13
ASTU 100,ENGL 382,0.13
ASTU 101,ENGL 382,0.13
ARTS 001,ENGL 382,0.25
WRDS 150,ENGL 384,0.08
WRDS 350,ENGL 384,0.08
ASTU 100,ENGL 384,0.08
ASTU 101,ENGL 384,0.08
ARTS 001,ENGL 384,0.17
ARTS 001,ENGL 386,0.14
ASTU 100,ENGL 386,0.14
ASTU 101,ENGL 386,0.14
WRDS 150,ENGL 386,0.14
WRDS 350,ENGL 386,0.14
WRDS 150,ENGL 387,0.08
WRDS 350,ENGL 387,0.08
ASTU 100,ENGL 387,0.08
ASTU 101,ENGL 387,0.08
ARTS 001,ENGL 387,0.17
WRDS 150,ENGL 388,0.08
WRDS 350,ENGL 388,0.08
ASTU 100,ENGL 388,0.08
ASTU 101,ENGL 388,0.08
ARTS 001,ENGL 388,0.17
WRDS 150,ENGL 390,0.1
WRDS 350,ENGL 390,0.1
ASTU 100,ENGL 390,0.1
ASTU 101,ENGL 390,0.1
ARTS 001,ENGL 390,0.1
ARTS 001,ENGL 392,0.14
ASTU 100,ENGL 392,0.14
ASTU 101,ENGL 392,0.14
WRDS 150,ENGL 392,0.14
WRDS 350,ENGL 392,0.14
ARTS 001,ENGL 393,0.14
ASTU 100,ENGL 393,0.14
ASTU 101,ENGL 393,0.14
WRDS 150,ENGL 393,0.14
WRDS 350,ENGL 393,0.14
ARTS 001,ENGL 394,0.14
ASTU 100,ENGL 394,0.14
ASTU 101,ENGL 394,0.14
WRDS 150,ENGL 394,0.14
WRDS 350,ENGL 394,0.14
ARTS 001,ENGL 395,0.14
ASTU 100,ENGL 395,0.14
ASTU 101,ENGL 395,0.14
WRDS 150,ENGL 395,0.14
WRDS 350,ENGL 395,0.14
ARTS 001,ENGL 396,0.14
ASTU 100,ENGL 396,0.14
ASTU 101,ENGL 396,0.14
WRDS 150,ENGL 396,0.14
WRDS 350,ENGL 396,0.14
ARTS 001,ENGL 397,0.14
ASTU 100,ENGL 397,0.14
ASTU 101,ENGL 397,0.14
WRDS 150,ENGL 397,0.14
WRDS 350,ENGL 397,0.14
ARTS 001,ENGL 398,0.14
ASTU 100,ENGL 398,0.14
ASTU 101,ENGL 398,0.14
WRDS 150,ENGL 398,0.14
WRDS 350,ENGL 398,0.14
ARTS 001,ENGL 399,0.14
ASTU 100,ENGL 399,0.14
ASTU 101,ENGL 399,0.14
WRDS 150,ENGL 399,0.14
WRDS 350,ENGL 399,0.14
ENPH 259,ENPH 253,1
SCIE 001,ENPH 257,0.5
MATH 200,ENPH 257,0.1
MATH 217,ENPH 257,0.1
MATH 226,ENPH 257,0.1
MATH 254,ENPH 257,0.1
MATH 255,ENPH 257,0.1
PHYS 108,ENPH 257,0.2
PHYS 109,ENPH 257,0.2
PHYS 102,ENPH 257,0.1
PHYS 153,ENPH 257,0.1
PHYS 157,ENPH 257,0.2
PHYS 158,ENPH 257,0.2
PHYS 159,ENPH 257,0.2
PHYS 118,ENPH 257,0.2
PHYS 119,ENPH 257,0.2
APSC 176,ENPH 259,0.14
ENGL 110,ENPH 259,0.14
ENGL 111,ENPH 259,0.14
ENGL 112,ENPH 259,0.14
ENGL 120,ENPH 259,0.14
ENGL 121,ENPH 259,0.14
WRDS 150,ENPH 259,0.14
PHYS 108,ENPH 259,0.17
PHYS 109,ENPH 259,0.17
PHYS 102,ENPH 259,0.08
PHYS 153,ENPH 259,0.08
SCIE 001,ENPH 259,0.17
PHYS 157,ENPH 259,0.17
PHYS 158,ENPH 259,0.17
PHYS 159,ENPH 259,0.17
PHYS 118,ENPH 259,0.17
PHYS 119,ENPH 259,0.17
PHYS 170,ENPH 270,1
PHYS 301,ENPH 352,1
ENPH 352,PHYS 301,1
ENPH 253,ENPH 353,1
CPEN 221,ENPH 353,1
ENPH 253,ENPH 459,1
ENPH 459,ENPH 479,1
ENPH 479,ENPH 480,1
ENPH 459,ENPH 481,1
GEOS 102,ENST 312,0.13
GEOB 102,ENST 312,0.13
GEOS 200,ENST 312,0.13
GEOB 200,ENST 312,0.13
GEOS 204,ENST 312,0.13
GEOB 204,ENST 312,0.13
ATSC 201,ENST 312,0.13
EOSC 112,ENST 312,0.13
GEOG 121,ENST 313,1
GEOG 211,ENST 314,0.1
GEOB 102,ENST 314,0.1
GEOB 103,ENST 314,0.1
GEOS 102,ENST 314,0.1
GEOS 103,ENST 314,0.1
WRDS 150,ENVE 201,0.5
ENGL 100,ENVE 201,0.13
ENGL 110,ENVE 201,0.13
ENGL 111,ENVE 201,0.13
ENGL 112,ENVE 201,0.13
ENVE 200,ENVE 201,0.33
ENVE 201,ENVE 200,0.33
ENVE 202,ENVE 201,0.33
ENVE 201,ENVE 202,0.33
ENVE 203,ENVE 201,0.33
ENVE 201,ENVE 203,0.33
CHEM 154,ENVE 202,1
CIVL 204,ENVE 202,1
CHBE 241,ENVE 202,1
ENVE 200,ENVE 202,1
ENVE 200,ENVE 203,1
ENVE 202,ENVE 301,1
ENVE 203,ENVE 301,1
ENVE 301,ENVE 401,1
ENVR 201,ENVR 301,1
ENVR 300,ENVR 400,1
ENVR 301,ENVR 401,0.5
ENVR 302,ENVR 401,0.5
ENVR 401,ENVR 402,1
GEOB 305,ENVR 420,0.25
GEOS 305,ENVR 420,0.25
EOSC 325,ENVR 420,0.25
EOSC 329,ENVR 420,0.25
ENVR 300,ENVR 430,0.17
BIOL 230,ENVR 430,0.17
ENVR 200,ENVR 440,0.25
ASIC 220,ENVR 440,0.25
SCIE 220,ENVR 440,0.25
GEOG 211,ENVR 440,0.25
ENVR 300,ENVR 449,1
MATH 101,EOSC 211,0.2
MATH 103,EOSC 211,0.2
MATH 105,EOSC 211,0.2
MATH 121,EOSC 211,0.2
SCIE 001,EOSC 211,0.2
MATH 200,EOSC 213,0.5
MATH 253,EOSC 213,0.5
MATH 152,EOSC 213,0.33
MATH 221,EOSC 213,0.33
MATH 223,EOSC 213,0.33
APSC 160,EOSC 213,0.25
CPSC 103,EOSC 213,0.25
CPSC 110,EOSC 213,0.25
EOSC 211,EOSC 213,0.25
CHEM 110,EOSC 220,0.2
CHEM 111,EOSC 220,0.2
CHEM 120,EOSC 220,0.2
CHEM 121,EOSC 220,0.2
SCIE 001,EOSC 220,0.2
EOSC 220,EOSC 221,1
EOSC 111,EOSC 222,0.1
EOSC 112,EOSC 222,0.1
EOSC 113,EOSC 222,0.1
EOSC 114,EOSC 222,0.1
EOSC 115,EOSC 222,0.1
EOSC 116,EOSC 222,0.1
EOSC 117,EOSC 222,0.1
EOSC 118,EOSC 222,0.1
EOSC 210,EOSC 222,0.1
GEOB 103,EOSC 222,0.1
EOSC 221,EOSC 223,1
EOSC 223,EOSC 221,1
EOSC 210,EOSC 240,1
CIVL 210,EOSC 240,1
EOSC 240,CIVL 210,1
PHYS 101,EOSC 250,0.17
PHYS 106,EOSC 250,0.17
PHYS 107,EOSC 250,0.17
PHYS 117,EOSC 250,0.17
PHYS 131,EOSC 250,0.17
PHYS 157,EOSC 250,0.17
MATH 200,EOSC 250,1
EOSC 250,MATH 200,1
MATH 101,EOSC 256,0.13
MATH 103,EOSC 256,0.13
MATH 105,EOSC 256,0.13
MATH 121,EOSC 256,0.13
PHYS 101,EOSC 256,0.08
PHYS 106,EOSC 256,0.08
PHYS 107,EOSC 256,0.08
PHYS 117,EOSC 256,0.08
PHYS 131,EOSC 256,0.08
PHYS 157,EOSC 256,0.08
SCIE 001,EOSC 256,0.5
SCIE 001,EOSC 270,0.17
CHEM 110,EOSC 270,0.17
CHEM 111,EOSC 270,0.17
CHEM 120,EOSC 270,0.17
CHEM 121,EOSC 270,0.17
CHEM 154,EOSC 270,0.17
EOSC 221,EOSC 320,1
EOSC 210,EOSC 320,0.5
EOSC 222,EOSC 320,0.5
EOSC 221,EOSC 321,1
EOSC 221,EOSC 322,1
EOSC 221,EOSC 323,1
EOSC 223,EOSC 323,1
EOSC 210,EOSC 323,0.5
EOSC 222,EOSC 323,0.5
EOSC 220,EOSC 327,1
CHEM 205,EOSC 327,1
EOSC 327,CHEM 205,1
EOSC 323,EOSC 328,1
EOSC 330,EOSC 328,1
EOSC 321,EOSC 328,0.5
EOSC 322,EOSC 328,0.5
MATH 101,EOSC 329,0.2
MATH 103,EOSC 329,0.2
MATH 105,EOSC 329,0.2
MATH 121,EOSC 329,0.2
SCIE 001,EOSC 329,0.2
GEOB 103,EOSC 330,0.33
EOSC 110,EOSC 330,0.33
EOSC 210,EOSC 330,0.33
EOSC 221,EOSC 331,1
EOSC 323,EOSC 332,0.5
EOSC 221,EOSC 333,1
SCIE 001,EOSC 340,0.5
CHEM 110,EOSC 340,0.1
CHEM 111,EOSC 340,0.1
CHEM 120,EOSC 340,0.1
CHEM 121,EOSC 340,0.1
CHEM 154,EOSC 340,0.1
MATH 101,EOSC 340,0.13
MATH 103,EOSC 340,0.13
MATH 105,EOSC 340,0.13
MATH 121,EOSC 340,0.13
PHYS 101,EOSC 340,0.07
PHYS 106,EOSC 340,0.07
PHYS 107,EOSC 340,0.07
PHYS 117,EOSC 340,0.07
PHYS 131,EOSC 340,0.07
PHYS 153,EOSC 340,0.07
PHYS 157,EOSC 340,0.07
MATH 200,EOSC 350,0.25
MATH 253,EOSC 350,0.25
EOSC 250,EOSC 352,0.5
MATH 317,EOSC 352,0.5
EOSC 352,EOSC 353,1
SCIE 001,EOSC 354,0.5
MATH 101,EOSC 354,0.13
MATH 103,EOSC 354,0.13
MATH 105,EOSC 354,0.13
MATH 121,EOSC 354,0.13
PHYS 101,EOSC 354,0.08
PHYS 106,EOSC 354,0.08
PHYS 107,EOSC 354,0.08
PHYS 117,EOSC 354,0.08
PHYS 131,EOSC 354,0.08
PHYS 157,EOSC 354,0.08
SCIE 001,EOSC 355,0.5
MATH 101,EOSC 355,0.13
MATH 103,EOSC 355,0.13
MATH 105,EOSC 355,0.13
MATH 121,EOSC 355,0.13
CHEM 110,EOSC 355,0.2
CHEM 111,EOSC 355,0.2
CHEM 120,EOSC 355,0.2
CHEM 121,EOSC 355,0.2
CHEM 154,EOSC 355,0.2
PHYS 101,EOSC 355,0.14
PHYS 106,EOSC 355,0.14
PHYS 107,EOSC 355,0.14
PHYS 117,EOSC 355,0.14
PHYS 131,EOSC 355,0.14
PHYS 153,EOSC 355,0.14
PHYS 157,EOSC 355,0.14
SCIE 001,EOSC 372,0.5
CHEM 110,EOSC 372,0.1
CHEM 111,EOSC 372,0.1
CHEM 120,EOSC 372,0.1
CHEM 121,EOSC 372,0.1
CHEM 154,EOSC 372,0.1
MATH 101,EOSC 372,0.13
MATH 103,EOSC 372,0.13
MATH 105,EOSC 372,0.13
MATH 121,EOSC 372,0.13
PHYS 101,EOSC 372,0.07
PHYS 106,EOSC 372,0.07
PHYS 107,EOSC 372,0.07
PHYS 117,EOSC 372,0.07
PHYS 131,EOSC 372,0.07
PHYS 153,EOSC 372,0.07
PHYS 157,EOSC 372,0.07
EOSC 372,EOSC 373,1
STAT 200,EOSC 410,0.5
BIOL 300,EOSC 410,0.5
MATH 200,EOSC 410,0.33
EOSC 250,EOSC 410,0.33
EOSC 211,EOSC 410,0.33
EOSC 212,EOSC 410,0.5
ENVR 300,EOSC 410,0.5
CPSC 203,EOSC 410,0.5
CPSC 210,EOSC 410,0.5
EOSC 220,EOSC 420,1
EOSC 221,EOSC 420,1
EOSC 320,EOSC 421,0.5
EOSC 323,EOSC 422,1
EOSC 331,EOSC 424,1
EOSC 222,EOSC 425,1
BIOL 111,EOSC 426,0.11
BIOL 112,EOSC 426,0.11
BIOL 121,EOSC 426,0.11
CHEM 110,EOSC 426,0.11
CHEM 111,EOSC 426,0.11
CHEM 120,EOSC 426,0.11
CHEM 121,EOSC 426,0.11
EOSC 110,EOSC 426,0.11
EOSC 112,EOSC 426,0.11
EOSC 325,EOSC 428,0.5
EOSC 329,EOSC 428,0.5
EOSC 325,EOSC 429,0.5
EOSC 329,EOSC 429,0.5
CHEM 123,EOSC 430,0.25
CHEM 130,EOSC 430,0.25
CHEM 154,EOSC 430,0.25
SCIE 001,EOSC 430,0.25
EOSC 325,EOSC 430,0.5
EOSC 430,EOSC 325,0.5
EOSC 329,EOSC 430,0.5
EOSC 430,EOSC 329,0.5
EOSC 429,EOSC 431,1
EOSC 320,EOSC 432,1
EOSC 432,EOSC 320,1
EOSC 329,EOSC 433,1
CIVL 210,EOSC 433,1
MINE 303,EOSC 433,1
EOSC 329,EOSC 434,1
EOSC 330,EOSC 434,1
CIVL 210,EOSC 434,1
EOSC 340,EOSC 442,1
CPSC 103,EOSC 442,0.17
CPSC 110,EOSC 442,0.17
CPSC 301,EOSC 442,0.17
EOSC 211,EOSC 442,0.17
MATH 210,EOSC 442,0.17
PHYS 210,EOSC 442,0.17
STAT 200,EOSC 442,0.25
STAT 201,EOSC 442,0.25
STAT 251,EOSC 442,0.25
BIOL 300,EOSC 442,0.25
PHYS 312,EOSC 450,0.33
MATH 316,EOSC 450,0.33
MATH 257,EOSC 450,0.33
PHYS 102,EOSC 450,0.2
PHYS 108,EOSC 450,0.2
PHYS 118,EOSC 450,0.2
PHYS 158,EOSC 450,0.2
SCIE 001,EOSC 450,0.2
PHYS 312,EOSC 453,0.33
MATH 316,EOSC 453,0.33
MATH 257,EOSC 453,0.33
EOSC 352,EOSC 454,1
EOSC 353,EOSC 454,1
EOSC 450,EOSC 454,1
PHYS 301,EOSC 454,0.5
PHYS 354,EOSC 454,0.5
EOSC 372,EOSC 470,0.5
EOSC 373,EOSC 470,0.5
EOSC 211,EOSC 471,1
ATSC 201,EOSC 471,0.33
EOSC 372,EOSC 471,0.33
GEOB 200,EOSC 471,0.33
SCIE 001,EOSC 471,0.17
PHYS 101,EOSC 471,0.17
PHYS 107,EOSC 471,0.17
PHYS 117,EOSC 471,0.17
PHYS 153,EOSC 471,0.17
PHYS 157,EOSC 471,0.17
EOSC 373,EOSC 472,1
EOSC 372,EOSC 473,0.5
EOSC 373,EOSC 473,0.5
EPSE 312,EPSE 316,0.5
EPSE 317,EPSE 316,0.5
EPSE 312,EPSE 390,0.5
EPSE 317,EPSE 390,0.5
EPSE 312,EPSE 404,0.25
EPSE 317,EPSE 404,0.25
EPSE 306,EPSE 423,0.5
EPSE 313,EPSE 423,0.5
EPSE 316,EPSE 431,1
EPSE 425,EPSE 455,1
EPSE 455,EPSE 425,1
EPSE 455,EPSE 456,1
EPSE 482,EPSE 481,0.5
EPSE 482,EPSE 484,1
FIPR 230,FIPR 330,1
FIPR 233,FIPR 333,1
FIPR 337,FIPR 333,1
FIPR 333,FIPR 337,1
FIPR 338,FIPR 333,1
FIPR 333,FIPR 338,1
FIPR 333,FIPR 433,0.5
FILM 333,FIPR 433,0.5
FIPR 233,FIPR 435,1
FIPR 435,FIPR 233,1
FIPR 234,FIPR 435,1
FIPR 435,FIPR 234,1
FIPR 337,FIPR 435,1
FIPR 435,FIPR 337,1
FIPR 339,FIPR 435,1
FIPR 435,FIPR 339,1
FIPR 333,FIPR 437,0.5
FILM 333,FIPR 437,0.5
FIPR 333,FIPR 439,0.5
FILM 333,FIPR 439,0.5
SOCI 200,FMST 312,0.5
FMST 210,FMST 312,0.5
SOCI 200,FMST 314,0.2
PSYC 100,FMST 314,0.2
PSYC 101,FMST 314,0.2
PSYC 102,FMST 314,0.2
SOCI 240,FMST 314,0.2
SOCI 200,FMST 316,0.2
PSYC 100,FMST 316,0.2
PSYC 101,FMST 316,0.2
PSYC 102,FMST 316,0.2
SOCI 240,FMST 316,0.2
FNEL 101,FNEL 102,1
FNEL 111,FNEL 112,1
FNEL 121,FNEL 122,1
FNEL 131,FNEL 132,1
FNEL 141,FNEL 142,1
FNEL 151,FNEL 152,1
FNEL 161,FNEL 162,1
FNEL102,FNEL 201,1
FNEL 201,FNEL 202,1
FNEL112,FNEL 211,1
FNEL 211,FNEL 212,1
FNEL 122,FNEL 221,1
FNEL 221,FNEL 222,1
FNEL 132,FNEL 231,1
FNEL 231,FNEL 232,1
FNEL 142,FNEL 241,1
FNEL 241,FNEL 242,1
FNEL 152,FNEL 251,1
FNEL 251,FNEL 252,1
FNEL 162,FNEL 261,1
FNEL 261,FNEL 262,1
FNEL 192,FNEL 291,1
FNEL 291,FNEL 292,1
FNEL 202,FNEL 301,1
FNEL 301,FNEL 302,1
FNEL 281,FNEL 389,1
